Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
descent-legends-of-the-dark-the-betrayers-war,Descent: Legends of the Dark: The Betrayer's War,"<p>Descent: Legends of the Dark – The Betrayer's War, a.k.a., Descent Act II, is a sprawling and deeply co-operative dungeon crawler driven by player choice – all powered by an app that allows for games to run without a Game Master. The game's immersive storyline is packed with twists and turns sure to thrill players of all skill levels. Campaigns can be played solo or with up to four players, requiring co-operation and skillful teamwork to overcome challenges.</p>
<p><br data-mce-fragment=""1""><span data-mce-fragment=""1"">The Betrayer's War builds on the exhilarating dungeon-crawling adventure of its predecessor by introducing new villains, quests, and mechanisms. The game sees players returning to Terrinoth, where they find themselves in an unlikely alliance with their greatest enemy: Waiqar the Betrayer. They have to work together to battle against armies of dragons and the sinister machinations of the Uthuk Y'llan. All six heroes from the original game return to defend their legacy, each equipped with a new hero card and a variety of abilities to aid them in their battle against the impending darkness and the Dragonlord Levirax.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Ages 14+</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">1-4 players</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">120-180 minute play time</span></p>",FANTASY FLIGHT GAMES,Toys & Games > Games > Board Games,Board Game,"2-player games, adventure, boardgame, campaign games, new, solo mode games, strategy",true,Title,Default Title,,,,,FFGDLE04,3175.14659,shopify,2,deny,manual,127.66,159.99,true,true,841333121938,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/ffgdle04_web_box_3d_l.jpg?v=1694025505,1,,false,,,,,,,,,,,,,,,lb,,91.91,true,,,true,,,active
descent-legends-of-the-dark-the-betrayers-war,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/ffgdle04_web_1contents.jpg?v=1694025505,2,,,,,,,,,,,,,,,,,,,,,,,,,,
descent-legends-of-the-dark-the-betrayers-war,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/ffgdle04_web_2contents.jpg?v=1694025505,3,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeping-gods,Sleeping Gods,"<p class=""acd-style"">             
                    		In Sleeping Gods, you and up to 3 friends become Captain Sofi Odessa and her crew, lost in a strange world in 1929 on your steamship, the Manticore. You must work together to survive, exploring exotic islands, meeting new characters, and seeking out the totems of the gods so that you can return home.<br>
<br>
Sleeping Gods is a campaign game. Each session can last as long as you want. When you are ready to take a break, you mark your progress on a journey log sheet, making it easy to return to the same place in the game the next time you play. You can play solo or with friends throughout your campaign. It's easy to swap players in and out at will. Your goal is to find at least fourteen totems hidden throughout the world. Like reading a book, you'll complete this journey one or two hours at a time, discovering new lands, stories, and challenges along the way.<br>
<br>
Sleeping Gods is an atlas game. Each page of the atlas represents only a small portion of the world you can explore. When you reach the edge of a page and you want to continue in the same direction, you simply turn to a new page and sail onward.<br>
<br>
Sleeping Gods is a storybook game. Each new location holds wild adventure, hidden treasures, and vivid characters. Your choices affect the characters and the plot of the game, and may help or hinder your chances of getting home!<br>
<br>
Welcome to a vast world. Your journey starts now.<br>
<br>
1-4 players<br>
60+ minute play time                    	</p>",RED RAVEN GAMES,Toys & Games > Games > Board Games,Board Game,"2-player games, adventure, boardgame, campaign games, recommended, solo mode games",true,Title,Default Title,,,,,RVM023,3855.535145,shopify,3,deny,manual,80.00,99.99,true,true,51497120917,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/rvm023_web_front.jpg?v=1693499421,1,,false,,,,,,,,,,,,,,,lb,,55.99,true,,,true,,,active
sleeping-gods,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/rvm023_web_content.jpg?v=1693499425,2,,,,,,,,,,,,,,,,,,,,,,,,,,
pandemic,Pandemic Board Game,"<p class=""acd-style"">             
                    		Can you save humanity in this cooperative game where deadly viruses are spreading across the globe? Together, you will treat diseases, share knowledge, and fly all over the world to prevent outbreaks and slow down the epidemic. The fate of humanity is in your hands!<br>
<br>
2-4 players<br>
45 minute play time                    	</p>",Z-MAN GAMES,Toys & Games > Games > Board Games,Board Game,"2-player games, boardgame, family, recommended, solo mode games, strategy",true,Title,Default Title,,,,,ZMG7101,1133.980925,shopify,2,deny,manual,36.00,44.99,true,true,681706711003,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/zmg7101_web_box_3d_l.jpg?v=1693498758,1,,false,,,,,,,,,,,,,,,lb,,25.64,true,,,true,,,active
pandemic,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/zmg7101_web_1back.jpg?v=1693498768,2,,,,,,,,,,,,,,,,,,,,,,,,,,
pandemic,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/zmg7101_web_2contents.jpg?v=1693498770,3,,,,,,,,,,,,,,,,,,,,,,,,,,
pandemic,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/zmg7101_web_3contents.jpg?v=1693498773,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ark-nova,Ark Nova,"<p class=""acd-style"">             
                    		In Ark Nova, you will plan and design a modern, scientifically managed zoo. With the ultimate goal of owning the most successful zoological establishment, you will build enclosures, accommodate animals, and support conservation projects all over the world. Specialists and unique buildings will help you in achieving this goal.<br>
<br>
At the heart of Ark Nova are 255 cards featuring animals, specialists, unique enclosures, and conservation projects, each with a particular ability. Use them to increase the appeal and scientific reputation of your zoo and to collect conservation points. Each player has a set of action cards, which you will use and upgrade to carry out your plans.<br>
<br>
Each player has a set of five action cards to manage their gameplay, and the power of an action is determined by the slot the card currently occupies. The cards are:<br>
- BUILD: Allows you to build standard or special enclosures, kiosks, and pavilions.<br>
- ANIMALS: Allows you to accommodate animals in your zoo.<br>
- CARDS: Allows you to gain new zoo cards (animals, sponsors, and conservation project cards).<br>
- ASSOCIATION: Allows your association workers to carry out different tasks.<br>
- SPONSORS: Allows you to play a sponsor card in your zoo or to raise money.<br>
<br>
With a lot of love for the theme, game designer Mathias Wigge has created an interestingly interwoven game. With high replayability and rich components, Ark Nova provides a remarkable gaming experience that will bring the game to the table again and again.<br>
<br>
1-4 players<br>
90-150 minute play time                    	</p>",CAPSTONE GAMES,Toys & Games > Games > Board Games,Board Game,"2-player games, boardgame, economic games, recommended, solo mode games, strategy",true,Title,Default Title,,,,,CTGFS5100,2630.835746,shopify,3,deny,manual,59.69,74.95,true,true,850000576407,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/ctgfs5100_web_front.jpg?v=1693498453,1,,false,,,,,,,,,,,,,,,lb,,39.72,true,,,true,,,active
dawn-of-ulos,Dawn of Ulos,"<span data-mce-fragment=""1"">For untold eons, the mortal races lived in separate planes, but now the dragon god Azema forges a new world by opening rifts to other planes.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Dawn of Ulos is an economic tile-laying game for 1-5 players. You compete in a game among gods of the planarverse, wagering on and manipulating the rise and fall of mortals.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Control the fate of Ulos! Develop a new world, invest in your favorite factions, and pit armies against each other. Choose wisely when to exert your influence. As factions rise and fall, will you earn the most favor with the world creator?</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Place terrain tiles. Expand the influence of rival factions on a map.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Acquire cards. Invest in factions when they are small or pay a premium after their influence grows.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Manipulate factions. Secretly contribute cards to influence the outcome of conflicts. The winning faction enlarges their territory and the defeated faction disappears from the map!</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Earn favor. Play cards early for guaranteed rewards or hold them until the end for legendary bonuses!</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">1-5 Players</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">60-90 Minute Playtime</span>",THUNDERWORKS GAMES,Toys & Games > Games > Board Games,Board Game,"2-player games, boardgame, economic games, solo mode games, strategy",true,Title,Default Title,,,,,TWK4600,2585.476509,shopify,3,deny,manual,55.96,69.95,true,true,196852242467,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/twk4600_web_box_3d_l.jpg?v=1692210968,1,,false,,,,,,,,,,,,,,,lb,,37.07,true,,,true,,,active
dawn-of-ulos,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/twk4600_web_2back.jpg?v=1692210969,2,,,,,,,,,,,,,,,,,,,,,,,,,,
dawn-of-ulos,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/twk4600_web_contents.jpg?v=1692210969,3,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-of-thieves-voyage-of-legends,Sea of Thieves: Voyage of Legends,"<span data-mce-fragment=""1"">Welcome, pirates! Have you ever dreamed of being out on the open waves in search of treasure and adventure?</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Well then, the Sea of Thieves is calling!</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Inspired by the hit video game, Sea of Thieves: Voyage of Legends is a competitive seafaring game of piracy for 2-4 players.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Explore the high seas with your friends in voyages packed with danger and excitement, but don't forget - only one of you can be crowned a Pirate Legend...</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">You'll build a fearsome reputation as you compete for that title, battling sea monsters and pilfering plunder as you go.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">2-4 players</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Ages 14+</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">90-120 minute play time</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Contents:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">7 Game Board Tiles</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">24 Standees</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">10 Dice</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">4 Rules Reference Cards</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">18 Special Crew Cards</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">20 Event Cards</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">52 Fortune Cards</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">52 Voyage Cards</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">12 Ship Cards</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">8 Enemy Cards</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Over 300 Tokens</span>",STEAMFORGED GAMES LTD.,Toys & Games > Games > Board Games,Board Game,"2-player games, adventure games, boardgame, strategy",true,Title,Default Title,,,,,STESOT-001,2358.680324,shopify,2,deny,manual,47.96,59.95,true,true,5060453696750,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/stesot-001_web_box_3d_l.jpg?v=1692210855,1,,false,,,,,,,,,,,,,,,lb,,31.77,true,,,true,,,active
sea-of-thieves-voyage-of-legends,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/stesot-001_web_1back.jpg?v=1696264500,2,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-of-thieves-voyage-of-legends,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/stesot-001_web_2contents.jpg?v=1696264500,3,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-of-thieves-voyage-of-legends,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/PXL-20231002_020938795_3.jpg?v=1696264500,4,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-of-thieves-voyage-of-legends,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/PXL-20231002_020747269_2.jpg?v=1696264500,5,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-of-thieves-voyage-of-legends,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/PXL-20231002_020756422_2.jpg?v=1696264500,6,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-of-thieves-voyage-of-legends,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/PXL-20231002_020822428_2.jpg?v=1696264500,7,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-of-thieves-voyage-of-legends,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/PXL-20231002_020815300_2.jpg?v=1696264500,8,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-of-thieves-voyage-of-legends,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/PXL-20231002_021215074_3.jpg?v=1696264500,9,,,,,,,,,,,,,,,,,,,,,,,,,,
railroad-ink-blazing-red-edition,Railroad Ink: Blazing Red Edition,"<span data-mce-fragment=""1"">In Railroad Ink, your goal is to connect as many exits on your board as possible. Roll the dice to determine which kind of road and railway routes are available this round, then draw the routes on your erasable boards to create transport lines and connect your exits! Try to optimize the available symbols better than your opponents: the more exits you connect, the more points you score at the end of the game, but you lose points for each incomplete route, so plan carefully!</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">1-6 players</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Ages 8+</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">30 minute play time</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Contents:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">6 Boards</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">4 Route dice</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">2 Lava dice</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">2 Meteor dice</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">6 Markers</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">1 Rulebook</span>",HORRIBLE GUILD GAME STUDIO,Toys & Games > Games > Board Games,Board Game,"2-player games, boardgame, dice games, family games, solo mode games",true,Title,Default Title,,,,,HGRRI002,453.59237,shopify,1,deny,manual,17.25,22.99,true,true,889696008930,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/hgrri002_web_box_3d_l.jpg?v=1690312636,1,,false,,,,,,,,,,,,,,,lb,,13.56,true,,,true,,,active
railroad-ink-blazing-red-edition,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/hgrri002_web_1box_content.jpg?v=1690312636,2,,,,,,,,,,,,,,,,,,,,,,,,,,
dice-miner,Dice Miner,"<p class=""acd-style"">             
                    		The Dwarves once lived beneath three mighty mountains. After centuries of war they defeated their age-old enemies the Dragons. Moving to the surface, the Dwarves built magnificent cities and won renown for their heartening beer.<br>
<br>
But now the Dragons have returned. The Dwarves must remember their roots, clear old tunnels, and return to ancient caverns while fighting their primeval foes.<br>
<br>
1-4 players<br>
20-30 minute play time                    	</p>",ATLAS GAMES,Toys & Games > Games > Board Games,Board Game,"2-player games, boardgame, dice games, family games, solo mode games",true,Title,Default Title,,,,,ATG1480,1133.980925,shopify,2,deny,manual,26.21,34.95,true,true,700040014806,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/atg1480_web_front.jpg?v=1690312749,1,,false,Dice miner,"The Dwarves must remember their roots, clear old tunnels, and return to ancient caverns while fighting their primeval foes.",,,,,,,,,,,,,lb,,18.52,true,,,true,,,active
dice-miner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/atg1480_web_1content.jpg?v=1690312757,2,,,,,,,,,,,,,,,,,,,,,,,,,,
lizard-wizard,Lizard Wizard,"<p class=""acd-style"">             
                    		Astoria is a land pulsing with magic and intrigue! A handful of Arch-Mages are vying for the loyalty of wizards across the land so that they can wield ultimate power.<br>
<br>
Lizard Wizard is a game from the team that brought you Raccoon Tycoon. Aspects of gameplay will be familiar to fans of RT, and will add a bit of extra depth and strategy.<br>
<br>
In Lizard Wizard, players compete to recruit wizards from seven unique schools of magic, build mystical towers, research powerful spells, summon helpful familiars, and search dark dungeons for gold and items of power. Only one Arch-Mage will rise above the rest and control the land. Will it be you?<br>
<br>
2-5 players<br>
90 minute play time                    	</p>",FORBIDDEN GAMES,Toys & Games > Games > Board Games,Board Game,"2-player games, boardgame, economic games, strategy",true,Title,Default Title,,,,,FRB1600,2721.55422,shopify,1,deny,manual,37.49,49.99,true,true,852068008210,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/frb1600_web_box_3d_l.jpg?v=1690312414,1,,false,,"In Lizard Wizard, players compete to recruit wizards from seven unique schools of magic, build mystical towers, research powerful spells, summon helpful familiars, and search dark dungeons for gold and items of power.",,,,,,,,,,,,,lb,,26.49,true,,,true,,,active
beez,BEEZ,"<p>Prepare yourself to take flight as a bee!</p>
<p>In<span> </span><em>Beez</em>, players compete to optimize their flight plans to secure nectar for their hive. Be careful of the other bees as you will compete with them over a set of public and private scoring goals. The challenge of planning and storing the nectar will make your brain buzz!</p>
<p class=""acd-style""><br><span data-mce-fragment=""1""><strong data-mce-fragment=""1""></strong></span></p>
<p class=""acd-style""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Players</strong>: 2-4</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Ages</strong>: 8 and up</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Time</strong>: 30-45 MInutes </span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Mechanic</strong>: Contracts, Grid Movement </span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Complexity</strong>: Medium Light </span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Contents</strong><span data-mce-fragment=""1"">:</span><br> 4 Honeycombs<br> 4 Bees with beehives<br> 4 Player markers<br> 1 Start tile<br> 15 Flower tiles<br> 5 leaf tiles<br> 45 Small nectar<br> 10 Large nectar<br> 18 Objective cards<br> 1 appendix<br> 1 scoring pad</p>",ASMODEE,Toys & Games > Games > Board Games,Board Game,"2-player games, boardgame, family games",true,Title,Default Title,,,,,ASMNM6080,1587.573295,shopify,1,deny,manual,29.99,39.99,true,true,826956600800,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/asmnm6080_web_box_3d_l.jpg?v=1690312354,1,,false,,"Players use a clever navigation system that integrates multiple decisions into one, making each choice simple, but deep!",,,,,,,,,,,,,lb,,22.79,true,,,true,,,active
beez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/NM-Beez-Setup-EN-Z.jpg?v=1697430137,2,,,,,,,,,,,,,,,,,,,,,,,,,,
beez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/asmnm6080_web_2content.jpg?v=1697430137,3,,,,,,,,,,,,,,,,,,,,,,,,,,
beez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/asmnm6080_web_1back.jpg?v=1697430137,4,,,,,,,,,,,,,,,,,,,,,,,,,,
beez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/NM-Beez-01-Z.jpg?v=1697430137,5,,,,,,,,,,,,,,,,,,,,,,,,,,
beez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/NM-Beez-02-Z.jpg?v=1697430137,6,,,,,,,,,,,,,,,,,,,,,,,,,,
caldera-park,Caldera Park,"<p class=""acd-style"">             
                    		Welcome to the wilderness of North America! Breathtaking mountain views and spectacular geysers await you. Vast forests and prairie provide habitats for native animals. Your task is to group animals of the same species together in families as large as possible. But large families are only half the battle: to score a lot of points, they also need access to watering holes and must avoid bad weather.<br>
<br>
A turn comprises two simple steps: First, one player chooses a feature (species or watering hole) and a terrain requirement from a limited selection. Then, each player must place one of their tokens showing that feature onto one of their park spaces obeying that terrain requirement. What seems no trouble at first grows more and more challenging and exciting as the available spaces become fewer and fewer. But it’s not only the choices of your fellow players that can disrupt your plans. There are also unpredictable weather tokens that you must take into account.<br>
<br>
After five rounds, the game ends. Then you score your most valuable family of each species and the terrains you completely populated.<br>
<br>
Caldera Park is an interactive puzzle-game that achieves a perfect balance between strategic planning and luck. This, and its accessible ruleset, make it a great next step for anyone who enjoyed Savannah Park.<br>
<br>
1-4 players<br>
30-40 minute play time                    	</p>",PEGASUS SPIELE,Toys & Games > Games > Board Games,Board Game,"boardgame, family games, solo mode games, strategy",true,Title,Default Title,,,,,PES57808E,1723.651006,shopify,1,deny,manual,29.99,39.99,true,true,4250231734588,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/pes57808e_web_box_3d_l.jpg?v=1690312208,1,,false,,Caldera Park is an interactive puzzle-game that achieves a perfect balance between strategic planning and luck,,,,,,,,,,,,,lb,,18.00,true,,,true,,,active
caldera-park,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/pes57808e_web_1back.jpg?v=1690312216,2,,,,,,,,,,,,,,,,,,,,,,,,,,
cartographers-map-1-nebblis,Cartographers: Map 1: Nebblis,"<p class=""acd-style"">             
                    		The Nebblis: Plane of Flame map pack can be played with either Cartographers: A Roll Player Tale or Cartographers Heroes.<br>
<br>
Contents:<br>
75 double-sided map sheets<br>
3 volcano cards.                    	</p>",THUNDERWORKS GAMES,Toys & Games > Games > Board Games,Board Game,"2-player games, boardgame, family games, party games, solo mode games",true,Title,Default Title,,,,,TWK4062,226.796185,shopify,2,deny,manual,7.46,9.95,true,true,680168938652,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/twk4062_web_front.jpg?v=1690312112,1,,false,,The Nebblis: Plane of Flame map pack can be played with either Cartographers: A Roll Player Tale or Cartographers Heroes.,,,,,,,,,,,,,lb,,5.27,true,,,true,,,active
cartographers-map-3-undercity,Cartographers: Map 3: Undercity,"<p class=""acd-style"">             
                    		The Undercity: Depths of Sabek map pack can be played with either Cartographers: A Roll Player Tale or Cartographers Heroes.<br>
<br>
Contents:<br>
75 double-sided map sheets<br>
3 scoring cards.                    	</p>",THUNDERWORKS GAMES,Toys & Games > Games > Board Games,Board Game,"2-player games, boardgame, family games, solo mode games",true,Title,Default Title,,,,,TWK4064,226.796185,shopify,2,deny,manual,7.46,9.95,true,true,680168938676,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/twk4064_web_front.jpg?v=1690312079,1,,false,,The Undercity: Depths of Sabek map pack can be played with either Cartographers: A Roll Player Tale or Cartographers Heroes.,,,,,,,,,,,,,lb,,5.27,true,,,true,,,active
cartographers-a-roll-player-tale,Cartographers: A Roll Player Tale,"<p class=""acd-style"">             
                    		In Cartographers: A Roll Player Tale, players compete to get the highest reputation at the end of four seasons. Each season, players draw on their map sheet and score against unique conditions at the end of the season. But you are not alone in this wilderness. The Dragul contest your claims with their outposts, and so you must draw your lines carefully to reduce their influence. The player with the highest reputation at the end of the year is declared the winner.                      	</p>",THUNDERWORKS GAMES,Toys & Games > Games > Board Games,Board Game,"2-player games, boardgame, family games, party games, solo mode games",true,Title,Default Title,,,,,TWK4050,589.670081,shopify,1,deny,manual,18.71,24.95,true,true,680168938577,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/twk4050_web_box_3d_l.jpg?v=1690312025,1,,false,Cartographers Roll and Write Adventure,players draw on their map sheet and score against unique conditions at the end of the season,,,,,,,,,,,,,lb,,13.22,true,,,true,,,active
steven-rhodes-living-well,Steven Rhodes: Living Well is the Best Revenge,"<p class=""acd-style"">Get ready to get immersed in the dark retro worlds of artist Steven Rhodes again! Living Well is the Best Revenge is one of three stand-alone games in Vol. 2 of Steven Rhodes games. <br> <br><span data-mce-fragment=""1"">Living well is the best revenge, and unlocking your inner power is the best way to live well</span><span data-mce-fragment=""1"">! In this dice game of strategy and chance inspired by the </span><span data-mce-fragment=""1"">art of </span>Steven Rhodes<span data-mce-fragment=""1"">, will you aim to unleash your point-gaining abilities, or </span><span data-mce-fragment=""1"">plan ahead with powerful dice manipulation? Gain points during an opponent's </span><span data-mce-fragment=""1"">turn and watch their good fortune become another path to your success. </span><span data-mce-fragment=""1"">Be the first to reach your full potential and transform from zero to hero!</span><br></p>
<strong>Players</strong><span data-mce-fragment=""1"">: 2-4</span><br data-mce-fragment=""1""> <strong data-mce-fragment=""1""><span data-mce-fragment=""1"">Ages</span></strong>: 14 and up<br> <strong data-mce-fragment=""1"">Time</strong>: 15-20 minutes<br data-mce-fragment=""1""> <strong data-mce-fragment=""1""><span data-mce-fragment=""1"">Mechanic</span></strong>: Dice Rolling, Take That<br> <strong>Complexity</strong>: Light <br data-mce-fragment=""1""> <br data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Contents</strong><span data-mce-fragment=""1"">:</span><br> 40 Tarot-Size Cards<br> 16 Dice<br>         8 Player Dice<br>         8 Power Dice<br> 4 Player Boards<br> 28 Tokens<br>         24 Reroll Tokens<br>         4 Player Tokens<br> 1 Rulebook",CRYPTOZOIC ENTERTAINMENT,Toys & Games > Games > Board Games,Board Game,"2-player games, boardgame, dice games, stevenrhodes",true,Title,Default Title,,,,,CTZ29491,453.59237,shopify,2,deny,manual,15.99,19.99,true,true,814552029491,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/Website-ProductPageLW_470x470_bcf1cdff-6ae3-4456-857d-b8aabed6bb71.png?v=1697585228,1,,false,,"In Living Well Is the Best Revenge, bury your opponents in a pile of points in a dice game of fantastic proportions.",,,,,,,,,,,,,lb,,10.59,true,,,true,,,active
steven-rhodes-living-well,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/ctz29491_web_3d_box_r_contents.jpg?v=1697585228,2,,,,,,,,,,,,,,,,,,,,,,,,,,
steven-rhodes-living-well,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0749/3337/1164/files/Website-ProductPageLW_470x470_edfe0747-6fd7-4b40-b132-325d4af9d8ed.png?v=1697585223,3,,,,,,,,,,,,,,,,,,,,,,,,,,
